"Policy","Setting","SubSetting","Value","InfoUrl","SupportedPlatform","SupportedSKUs","UnsupportedSKUs","Unique","Duplicate","Conflicting"
"CIS (L1) Firewall (38) - Windows 11 Intune 4.0.0 ","","Default Inbound Action for Domain Profile","Block","https://docs.microsoft.com/en-us/windows/client-management/mdm/firewall-csp","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"CIS (L1) Firewall (38) - Windows 11 Intune 4.0.0 ","","Disable Inbound Notifications","True","https://docs.microsoft.com/en-us/windows/client-management/mdm/firewall-csp","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"CIS (L1) Firewall (38) - Windows 11 Intune 4.0.0 ","","Enable Log Dropped Packets","Enable Logging Of Dropped Packets","https://docs.microsoft.com/windows/client-management/mdm/Firewall-csp/","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"CIS (L1) Firewall (38) - Windows 11 Intune 4.0.0 ","","Enable Log Success Connections","Enable Logging Of Successful Connections","https://docs.microsoft.com/windows/client-management/mdm/Firewall-csp/","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"CIS (L1) Firewall (38) - Windows 11 Intune 4.0.0 ","","Log File Path","%systemroot%\system32\LogFiles\Firewall\domainfw.log","https://docs.microsoft.com/windows/client-management/mdm/Firewall-csp/","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","x","",""
"CIS (L1) Firewall (38) - Windows 11 Intune 4.0.0 ","","Log Max File Size","16384","https://docs.microsoft.com/windows/client-management/mdm/Firewall-csp/","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"CIS (L1) Firewall (38) - Windows 11 Intune 4.0.0 ","Enable Private Network Firewall","","True","https://docs.microsoft.com/en-us/windows/client-management/mdm/firewall-csp","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"CIS (L1) Firewall (38) - Windows 11 Intune 4.0.0 ","","Default Inbound Action for Private Profile","Block","https://docs.microsoft.com/en-us/windows/client-management/mdm/firewall-csp","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"CIS (L1) Firewall (38) - Windows 11 Intune 4.0.0 ","","Disable Inbound Notifications","True","https://docs.microsoft.com/en-us/windows/client-management/mdm/firewall-csp","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"CIS (L1) Firewall (38) - Windows 11 Intune 4.0.0 ","","Enable Log Dropped Packets","Enable Logging Of Dropped Packets","https://docs.microsoft.com/windows/client-management/mdm/Firewall-csp/","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"CIS (L1) Firewall (38) - Windows 11 Intune 4.0.0 ","","Enable Log Success Connections","Enable Logging Of Successful Connections","https://docs.microsoft.com/windows/client-management/mdm/Firewall-csp/","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"CIS (L1) Firewall (38) - Windows 11 Intune 4.0.0 ","","Log File Path","%systemroot%\system32\LogFiles\Firewall\privatefw.log","https://docs.microsoft.com/windows/client-management/mdm/Firewall-csp/","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","x","",""
"CIS (L1) Firewall (38) - Windows 11 Intune 4.0.0 ","","Log Max File Size","16384","https://docs.microsoft.com/windows/client-management/mdm/Firewall-csp/","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"CIS (L1) Firewall (38) - Windows 11 Intune 4.0.0 ","Enable Public Network Firewall","","True","https://docs.microsoft.com/en-us/windows/client-management/mdm/firewall-csp","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"CIS (L1) Firewall (38) - Windows 11 Intune 4.0.0 ","","Allow Local Ipsec Policy Merge","False","https://docs.microsoft.com/en-us/windows/client-management/mdm/firewall-csp","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"CIS (L1) Firewall (38) - Windows 11 Intune 4.0.0 ","","Allow Local Policy Merge","False","https://docs.microsoft.com/en-us/windows/client-management/mdm/firewall-csp","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"CIS (L1) Firewall (38) - Windows 11 Intune 4.0.0 ","","Default Inbound Action for Public Profile","Block","https://docs.microsoft.com/en-us/windows/client-management/mdm/firewall-csp","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"CIS (L1) Firewall (38) - Windows 11 Intune 4.0.0 ","","Disable Inbound Notifications","True","https://docs.microsoft.com/en-us/windows/client-management/mdm/firewall-csp","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"CIS (L1) Firewall (38) - Windows 11 Intune 4.0.0 ","","Enable Log Dropped Packets","Enable Logging Of Dropped Packets","https://docs.microsoft.com/windows/client-management/mdm/Firewall-csp/","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"CIS (L1) Firewall (38) - Windows 11 Intune 4.0.0 ","","Enable Log Success Connections","Enable Logging Of Successful Connections","https://docs.microsoft.com/windows/client-management/mdm/Firewall-csp/","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"CIS (L1) Firewall (38) - Windows 11 Intune 4.0.0 ","","Log File Path","%systemroot%\system32\LogFiles\Firewall\publicfw.log","https://docs.microsoft.com/windows/client-management/mdm/Firewall-csp/","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","x","",""
"CIS (L1) Firewall (38) - Windows 11 Intune 4.0.0 ","","Log Max File Size","16384","https://docs.microsoft.com/windows/client-management/mdm/Firewall-csp/","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval; holographicForBusiness","Home; surfaceHub; hololens; hololensEnterprise","","x",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","Accounts Enable Guest Account Status","","Disable","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#accounts_enableguestaccountstatus","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","Accounts Limit Local Account Use Of Blank Passwords To Console Logon Only","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#accounts_limitlocalaccountuseofblankpasswordstoconsolelogononly","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","Accounts Rename Administrator Account","","Admin","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#accounts_renameadministratoraccount","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","Accounts Rename Guest Account","","Gtest","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#accounts_renameguestaccount","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","Interactive Logon Do Not Display Last Signed In","","Enabled (username will not be shown)","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#interactivelogon_donotdisplaylastsignedin","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","Interactive Logon Do Not Require CTRLALTDEL","","Disabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#interactivelogon_donotrequirectrlaltdel","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","Interactive Logon Machine Inactivity Limit","","900","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#interactivelogon_machineinactivitylimit","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","Interactive Logon Smart Card Removal Behavior","","Lock Workstation","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#interactivelogon_smartcardremovalbehavior","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","Microsoft Network Client Digitally Sign Communications Always","","Enable","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#microsoftnetworkclient_digitallysigncommunicationsalways","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","Microsoft Network Client Digitally Sign Communications If Server Agrees","","Enable","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#microsoftnetworkclient_digitallysigncommunicationsifserveragrees","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","Microsoft Network Client Send Unencrypted Password To Third Party SMB Servers","","Disable","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#microsoftnetworkclient_sendunencryptedpasswordtothirdpartysmbservers","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","Microsoft Network Server Digitally Sign Communications Always","","Enable","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#microsoftnetworkserver_digitallysigncommunicationsalways","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","Microsoft Network Server Digitally Sign Communications If Client Agrees","","Enable","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#microsoftnetworkserver_digitallysigncommunicationsifclientagrees","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","Network Access Do Not Allow Anonymous Enumeration Of SAM Accounts","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#networkaccess_donotallowanonymousenumerationofsamaccounts","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","Network Access Do Not Allow Anonymous Enumeration Of Sam Accounts And Shares","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#networkaccess_donotallowanonymousenumerationofsamaccountsandshares","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","Network Access Restrict Anonymous Access To Named Pipes And Shares","","Enable","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#networkaccess_restrictanonymousaccesstonamedpipesandshares","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","Network Access Restrict Clients Allowed To Make Remote Calls To SAM","","O:BAG:BAD:(A;;RC;;;BA)","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#networkaccess_restrictclientsallowedtomakeremotecallstosam","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","Network Security Allow Local System To Use Computer Identity For NTLM","","Allow","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#networksecurity_allowlocalsystemtousecomputeridentityforntlm","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","Network Security Allow PKU2U Authentication Requests","","Block","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#networksecurity_allowpku2uauthenticationrequests","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","Network Security Do Not Store LAN Manager Hash Value On Next Password Change","","Enable","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#networksecurity_donotstorelanmanagerhashvalueonnextpasswordchange","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","Network Security LAN Manager Authentication Level","","Send NTLMv2 responses only. Refuse LM and NTLM","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#networksecurity_lanmanagerauthenticationlevel","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","Network Security Minimum Session Security For NTLMSSP Based Clients","","Require NTLM and 128-bit encryption","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#networksecurity_minimumsessionsecurityforntlmsspbasedclients","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","Network Security Minimum Session Security For NTLMSSP Based Servers","","Require NTLM and 128-bit encryption","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#networksecurity_minimumsessionsecurityforntlmsspbasedservers","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","Network Security Restrict NTLM Audit Incoming NTLM Traffic","","Enable auditing for all accounts","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#networksecurity_restrictntlm_auditincomingntlmtraffic","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","User Account Control Behavior Of The Elevation Prompt For Standard Users","","Automatically deny elevation requests","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#useraccountcontrol_behavioroftheelevationpromptforstandardusers","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","User Account Control Detect Application Installations And Prompt For Elevation","","Enable","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#useraccountcontrol_detectapplicationinstallationsandpromptforelevation","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","User Account Control Only Elevate UI Access Applications That Are Installed In Secure Locations","","Enabled: Application runs with UIAccess integrity only if it resides in secure location.","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#useraccountcontrol_onlyelevateuiaccessapplicationsthatareinstalledinsecurelocations","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","User Account Control Run All Administrators In Admin Approval Mode","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#useraccountcontrol_runalladministratorsinadminapprovalmode","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","User Account Control Switch To The Secure Desktop When Prompting For Elevation","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#useraccountcontrol_switchtothesecuredesktopwhenpromptingforelevation","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","User Account Control Use Admin Approval Mode","","Enable","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#useraccountcontrol_useadminapprovalmode","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Local Policies Security Options (49) - Windows 11 Intune 4.0.0 ","User Account Control Virtualize File And Registry Write Failures To Per User Locations","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-LocalPoliciesSecurityOptions#useraccountcontrol_virtualizefileandregistrywritefailurestoperuserlocations","windows10","Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","Home; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","Allow Cortana Above Lock","","Block","https://docs.microsoft.com/en-us/windows/client-management/mdm/policy-csp-abovelock#allowcortanaabovelock","windows10","Professional; Enterprise; Education; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; MultiSession; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","Prevent enabling lock screen camera","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-devicelock#devicelock-preventenablinglockscreencamera","windows10","Home; Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","Prevent enabling lock screen slide show","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-devicelock#devicelock-preventlockscreenslideshow","windows10","Home; Professional; Enterprise; Education; MultiSession; CloudN; CPC; 11SE; iotEnterprise; iotEnterpriseSEval","surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","Apply UAC restrictions to local accounts on network logons","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-mssecurityguide#mssecurityguide-applyuacrestrictionstolocalaccountsonnetworklogon","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","Configure SMB v1 client driver","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-mssecurityguide#mssecurityguide-configuresmbv1clientdriver","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","","Configure MrxSmb10 driver","Disable driver (recommended)","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","Configure SMB v1 server","","Disabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-mssecurityguide#mssecurityguide-configuresmbv1server","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","Enable Structured Exception Handling Overwrite Protection (SEHOP)","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-mssecurityguide#mssecurityguide-enablestructuredexceptionhandlingoverwriteprotection","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","WDigest Authentication (disabling may require KB2871997)","","Disabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-mssecurityguide#mssecurityguide-wdigestauthentication","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","x","",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","MSS: (DisableIPSourceRouting IPv6) IP source routing protection level (protects against packet spoofing)","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-msslegacy#msslegacy-ipv6sourceroutingprotectionlevel","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","","DisableIPSourceRoutingIPv6 (Device)","Highest protection, source routing is completely disabled","","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
"CIS (L1) Section 1 - 4.9.1.1 - Windows 11 Intune 4.0.0 ","MSS: (DisableIPSourceRouting) IP source routing protection level (protects against packet spoofing)","","Enabled","https://docs.microsoft.com/windows/client-management/mdm/policy-csp-msslegacy#msslegacy-ipsourceroutingprotectionlevel","windows10","Professional; Enterprise; Education; MultiSession; CloudN; 11SE; iotEnterprise; iotEnterpriseSEval","Home; CPC; surfaceHub; hololens; hololensEnterprise; holographicForBusiness","","x",""
